"Stkcd","Trddt","Dsmvtll"
"002594","2022-03-14","397078285.25"
"002594","2022-03-15","385836799.54"
"002594","2022-03-16","415989365.22"
"002594","2022-03-17","425907256.64"
"002594","2022-03-18","425181999.50"
"002594","2022-03-21","444908993.76"
"002594","2022-03-22","443857370.90"
"002594","2022-03-23","448154519.47"
"002594","2022-03-24","447991336.61"
"002594","2022-03-25","426650645.21"
"002594","2022-03-28","417748113.79"
"002594","2022-03-29","418835999.51"
"002594","2022-03-30","429751119.49"
"002594","2022-03-31","416660228.08"
"002594","2022-04-01","427829188.07"
"002594","2022-04-06","438599256.62"
"002594","2022-04-07","435154285.20"
"002594","2022-04-08","442370593.76"
"002594","2022-04-11","422462285.22"
"002594","2022-04-12","431818102.35"
"002594","2022-04-13","429714856.64"
"002594","2022-04-14","437493239.48"
"002594","2022-04-15","428264342.35"
"002594","2022-04-18","433522456.63"
"002594","2022-04-19","443966159.48"
"002594","2022-04-20","438381679.48"
"002594","2022-04-21","424347953.78"
"002594","2022-04-22","426813828.07"
"002594","2022-04-25","412489999.51"
"002594","2022-04-26","420304645.22"
"002594","2022-04-27","426106702.35"
"002594","2022-04-28","420612879.50"
"002594","2022-04-29","440593713.77"
"002594","2022-05-05","451109942.32"
"002594","2022-05-06","438925622.34"
"002594","2022-05-09","421972736.64"
"002594","2022-05-10","423060622.36"
"002594","2022-05-11","458181199.46"
"002594","2022-05-12","460701468.03"
"002594","2022-05-13","489693622.28"
"002594","2022-05-16","484326719.43"
"002594","2022-05-17","512212856.54"
"002594","2022-05-18","510254662.25"
"002594","2022-05-19","515857273.68"
"002594","2022-05-20","521641199.38"
"002594","2022-05-23","535239770.80"
"002594","2022-05-24","509493142.26"
"002594","2022-05-25","520734627.96"
"002594","2022-05-26","519719267.96"
"002594","2022-05-27","523780707.95"
"002594","2022-05-30","540534147.93"
"002594","2022-05-31","536527102.22"
"002594","2022-06-01","543906593.64"
"002594","2022-06-02","545792262.21"
"002594","2022-06-06","576996450.75"
"002594","2022-06-07","570940553.61"
"002594","2022-06-08","593641102.16"
"002594","2022-06-09","584575387.88"
"002594","2022-06-10","632424227.82"
"002594","2022-06-13","632424227.82"
"002594","2022-06-14","622977753.55"
"002594","2022-06-15","607402856.43"
"002594","2022-06-16","609215999.28"
"002594","2022-06-17","612842284.99"
"002594","2022-06-20","620421222.12"
"002594","2022-06-21","618281713.56"
"002594","2022-06-22","616250993.56"
"002594","2022-06-23","640945999.24"
"002594","2022-06-24","636503799.25"
"002594","2022-06-27","634037924.96"
"002594","2022-06-28","639858113.53"
"002594","2022-06-29","601256302.15"
"002594","2022-06-30","604665010.71"
"002594","2022-07-01","596886627.87"
"002594","2022-07-04","609506102.14"
"002594","2022-07-05","605390267.86"
"002594","2022-07-06","609397313.57"
"002594","2022-07-07","633475850.68"
"002594","2022-07-08","612842284.99"
"002594","2022-07-11","588002227.88"
"002594","2022-07-12","560261142.20"
"002594","2022-07-13","561856707.91"
"002594","2022-07-14","585645142.17"
"002594","2022-07-15","613186782.13"
"002594","2022-07-18","611210456.42"
"002594","2022-07-19","600331599.29"
"002594","2022-07-20","601419485.00"
"002594","2022-07-21","588364856.45"
"002594","2022-07-22","597648147.87"
"002594","2022-07-25","585554485.02"
"002594","2022-07-26","589271427.88"
"002594","2022-07-27","590721942.16"
"002594","2022-07-28","590051079.30"
"002594","2022-07-29","580858445.03"
"002594","2022-08-01","599316239.29"
"002594","2022-08-02","592172456.44"
"002594","2022-08-03","583813867.88"
"002594","2022-08-04","592535085.01"
"002594","2022-08-05","588346725.02"
"002594","2022-08-08","582653456.45"
"002594","2022-08-09","579698033.60"
"002594","2022-08-10","559082599.34"
"002594","2022-08-11","571176262.18"
"002594","2022-08-12","565573650.76"
"002594","2022-08-15","571520759.32"
"002594","2022-08-16","578247519.32"
"002594","2022-08-17","594583936.44"
"002594","2022-08-18","591157096.44"
"002594","2022-08-19","579099696.46"
"002594","2022-08-22","585808325.02"
"002594","2022-08-23","583124873.60"
"002594","2022-08-24","561167713.62"
"002594","2022-08-25","561312765.05"
"002594","2022-08-26","572463593.61"
"002594","2022-08-29","568510942.19"
"002594","2022-08-30","563615456.48"
"002594","2022-08-31","522148879.38"
"002594","2022-09-01","519828056.53"
"002594","2022-09-02","511306285.11"
"002594","2022-09-05","487300273.71"
"002594","2022-09-06","494879210.84"
"002594","2022-09-07","512575485.11"
"002594","2022-09-08","504525130.83"
"002594","2022-09-09","507136056.54"
"002594","2022-09-13","516383085.10"
"002594","2022-09-14","504652050.83"
"002594","2022-09-15","488641999.42"
"002594","2022-09-16","482259736.57"
"002594","2022-09-19","490183170.85"
"002594","2022-09-20","497181902.27"
"002594","2022-09-21","489548570.85"
"002594","2022-09-22","486919513.71"
"002594","2022-09-23","483021256.57"
"002594","2022-09-26","494897342.27"
"002594","2022-09-27","496728616.56"
"002594","2022-09-28","481607005.15"
"002594","2022-09-29","479703205.15"
"002594","2022-09-30","456930130.89"
"002594","2022-10-10","455461485.18"
"002594","2022-10-11","462369559.45"
"002594","2022-10-12","475659896.58"
"002594","2022-10-13","468117222.30"
"002594","2022-10-14","479648810.86"
"002594","2022-10-17","472613816.58"
"002594","2022-10-18","496202805.13"
"002594","2022-10-19","485015713.71"
"002594","2022-10-20","477781273.72"
"002594","2022-10-21","482839942.29"
"002594","2022-10-24","463384919.45"
"002594","2022-10-25","467627673.73"
"002594","2022-10-26","467555148.02"
"002594","2022-10-27","462351428.03"
"002594","2022-10-28","434954839.49"
"002594","2022-10-31","447247948.04"
"002594","2022-11-01","474717062.30"
"002594","2022-11-02","485124502.28"
"002594","2022-11-03","485886022.28"
"002594","2022-11-04","508042627.97"
"002594","2022-11-07","505649279.40"
"002594","2022-11-08","501170816.55"
"002594","2022-11-09","488877707.99"
"002594","2022-11-10","471888559.44"
"002594","2022-11-11","487372799.42"
"002594","2022-11-14","478288953.72"
"002594","2022-11-15","484109142.29"
"002594","2022-11-16","473375336.58"
"002594","2022-11-17","465977713.74"
"002594","2022-11-18","461771222.31"
"002594","2022-11-21","460900913.74"
"002594","2022-11-22","454174153.75"
"002594","2022-11-23","456005428.03"
"002594","2022-11-24","452179696.61"
"002594","2022-11-25","444310656.62"
"002594","2022-11-28","444419445.19"
"002594","2022-11-29","450203370.90"
"002594","2022-11-30","470546833.73"
"002594","2022-12-01","483492673.71"
"002594","2022-12-02","475188479.44"
"002594","2022-12-05","477509302.29"
"002594","2022-12-06","485197028.00"
"002594","2022-12-07","496329725.13"
"002594","2022-12-08","497326953.70"
"002594","2022-12-09","498070342.27"
"002594","2022-12-12","489330993.71"
"002594","2022-12-13","489185942.28"
"002594","2022-12-14","483021256.57"
"002594","2022-12-15","492195759.42"
"002594","2022-12-16","490473273.71"
"002594","2022-12-19","483202570.86"
"002594","2022-12-20","474318170.87"
"002594","2022-12-21","472867656.58"
"002594","2022-12-22","469948496.59"
"002594","2022-12-23","457238365.17"
"002594","2022-12-26","475804948.01"
"002594","2022-12-27","475261005.15"
"002594","2022-12-28","461662433.74"
"002594","2022-12-29","461916273.74"
"002594","2022-12-30","465923319.45"
"600104","2022-01-04","241730815.64"
"600104","2022-01-05","244768515.60"
"600104","2022-01-06","240796138.73"
"600104","2022-01-07","241380311.80"
"600104","2022-01-10","242431823.32"
"600104","2022-01-11","237291100.32"
"600104","2022-01-12","237992108.01"
"600104","2022-01-13","235071242.66"
"600104","2022-01-14","231566204.25"
"600104","2022-01-17","233552392.69"
"600104","2022-01-18","235188077.28"
"600104","2022-01-19","234136565.75"
"600104","2022-01-20","234487069.60"
"600104","2022-01-21","230748361.96"
"600104","2022-01-24","228061165.84"
"600104","2022-01-25","222686773.62"
"600104","2022-01-26","223621450.53"
"600104","2022-01-27","219999577.50"
"600104","2022-01-28","218013389.07"
"600104","2022-02-07","221167923.64"
"600104","2022-02-08","223154112.07"
"600104","2022-02-09","224322458.21"
"600104","2022-02-10","223387781.30"
"600104","2022-02-11","222920442.84"
"600104","2022-02-14","219649073.66"
"600104","2022-02-15","219649073.66"
"600104","2022-02-16","221752096.71"
"600104","2022-02-17","220466915.96"
"600104","2022-02-18","220817419.80"
"600104","2022-02-21","219999577.50"
"600104","2022-02-22","215676696.80"
"600104","2022-02-23","218948065.98"
"600104","2022-02-24","214157846.82"
"600104","2022-02-25","214625185.28"
"600104","2022-02-28","211587485.32"
"600104","2022-03-01","214975689.12"
"600104","2022-03-02","214975689.12"
"600104","2022-03-03","216260869.87"
"600104","2022-03-04","217896554.46"
"600104","2022-03-07","214041012.21"
"600104","2022-03-08","207731943.07"
"600104","2022-03-09","207848777.68"
"600104","2022-03-10","211587485.32"
"600104","2022-03-11","209718131.50"
"600104","2022-03-14","207965612.30"
"600104","2022-03-15","198385173.98"
"600104","2022-03-16","201656543.16"
"600104","2022-03-17","203175393.14"
"600104","2022-03-18","204110070.05"
"600104","2022-03-21","200838700.86"
"600104","2022-03-22","202240716.23"
"600104","2022-03-23","201072370.09"
"600104","2022-03-24","200020858.57"
"600104","2022-03-25","198385173.98"
"600104","2022-03-28","198268339.36"
"600104","2022-03-29","195697977.86"
"600104","2022-03-30","198034670.14"
"600104","2022-03-31","198618843.21"
"600104","2022-04-01","199203016.27"
"600104","2022-04-06","199203016.27"
"600104","2022-04-07","197684166.30"
"600104","2022-04-08","197917835.52"
"600104","2022-04-11","191375097.16"
"600104","2022-04-12","193127616.36"
"600104","2022-04-13","190557254.86"
"600104","2022-04-14","192777112.52"
"600104","2022-04-15","196866324.00"
"600104","2022-04-18","198034670.14"
"600104","2022-04-19","195464308.64"
"600104","2022-04-20","192893947.14"
"600104","2022-04-21","189272074.11"
"600104","2022-04-22","189388908.73"
"600104","2022-04-25","181210485.77"
"600104","2022-04-26","175952928.16"
"600104","2022-04-27","176887605.07"
"600104","2022-04-28","180275808.86"
"600104","2022-04-29","186351208.77"
"600104","2022-05-05","193828624.05"
"600104","2022-05-06","190907758.70"
"600104","2022-05-09","186468043.39"
"600104","2022-05-10","185533366.48"
"600104","2022-05-11","186818547.23"
"600104","2022-05-12","184598689.57"
"600104","2022-05-13","193945458.66"
"600104","2022-05-16","189038404.89"
"600104","2022-05-17","192777112.52"
"600104","2022-05-18","192543443.30"
"600104","2022-05-19","193127616.36"
"600104","2022-05-20","196282150.93"
"600104","2022-05-23","200254527.80"
"600104","2022-05-24","201072370.09"
"600104","2022-05-25","202591220.07"
"600104","2022-05-26","201189204.71"
"600104","2022-05-27","200137693.18"
"600104","2022-05-30","202123881.61"
"600104","2022-05-31","200838700.86"
"600104","2022-06-01","206329927.71"
"600104","2022-06-02","207381439.23"
"600104","2022-06-06","206213093.09"
"600104","2022-06-07","201306039.32"
"600104","2022-06-08","203642731.59"
"600104","2022-06-09","199904023.96"
"600104","2022-06-10","205044746.96"
"600104","2022-06-13","205979423.86"
"600104","2022-06-14","213573673.75"
"600104","2022-06-15","213223169.91"
"600104","2022-06-16","208783454.59"
"600104","2022-06-17","209017123.82"
"600104","2022-06-20","209484462.27"
"600104","2022-06-21","207965612.30"
"600104","2022-06-22","205161581.57"
"600104","2022-06-23","214508350.66"
"600104","2022-06-24","212522162.23"
"600104","2022-06-27","215092523.73"
"600104","2022-06-28","218948065.98"
"600104","2022-06-29","209367627.66"
"600104","2022-06-30","208082446.91"
"600104","2022-07-01","203993235.43"
"600104","2022-07-04","201189204.71"
"600104","2022-07-05","202240716.23"
"600104","2022-07-06","200371362.41"
"600104","2022-07-07","205278416.18"
"600104","2022-07-08","216845042.93"
"600104","2022-07-11","203642731.59"
"600104","2022-07-12","201539708.55"
"600104","2022-07-13","201539708.55"
"600104","2022-07-14","199319850.89"
"600104","2022-07-15","188454231.82"
"600104","2022-07-18","195931647.09"
"600104","2022-07-19","194646466.34"
"600104","2022-07-20","192076104.84"
"600104","2022-07-21","189272074.11"
"600104","2022-07-22","190674089.48"
"600104","2022-07-25","186935381.84"
"600104","2022-07-26","187753224.14"
"600104","2022-07-27","186935381.84"
"600104","2022-07-28","187870058.75"
"600104","2022-07-29","189155239.50"
"600104","2022-08-01","191375097.16"
"600104","2022-08-02","185416531.86"
"600104","2022-08-03","185650201.09"
"600104","2022-08-04","186000704.93"
"600104","2022-08-05","187870058.75"
"600104","2022-08-08","189272074.11"
"600104","2022-08-09","188804735.66"
"600104","2022-08-10","188804735.66"
"600104","2022-08-11","191141427.93"
"600104","2022-08-12","191491931.77"
"600104","2022-08-15","190907758.70"
"600104","2022-08-16","191375097.16"
"600104","2022-08-17","193478120.20"
"600104","2022-08-18","191141427.93"
"600104","2022-08-19","190089916.41"
"600104","2022-08-22","192426608.68"
"600104","2022-08-23","190323585.64"
"600104","2022-08-24","186584878.00"
"600104","2022-08-25","189038404.89"
"600104","2022-08-26","185533366.48"
"600104","2022-08-29","181093651.16"
"600104","2022-08-30","180859981.93"
"600104","2022-08-31","180743147.32"
"600104","2022-09-01","178756958.88"
"600104","2022-09-02","178289620.43"
"600104","2022-09-05","177705447.36"
"600104","2022-09-06","180158974.25"
"600104","2022-09-07","179925305.02"
"600104","2022-09-08","179341131.95"
"600104","2022-09-09","180859981.93"
"600104","2022-09-13","182846170.36"
"600104","2022-09-14","180392643.48"
"600104","2022-09-15","179224297.34"
"600104","2022-09-16","175485589.70"
"600104","2022-09-19","175368755.09"
"600104","2022-09-20","173966739.72"
"600104","2022-09-21","174317243.57"
"600104","2022-09-22","173032062.82"
"600104","2022-09-23","172564724.36"
"600104","2022-09-26","169994362.86"
"600104","2022-09-27","171162709.00"
"600104","2022-09-28","169293355.18"
"600104","2022-09-29","166722993.68"
"600104","2022-09-30","167073497.52"
"600104","2022-10-10","165905151.38"
"600104","2022-10-11","165437812.93"
"600104","2022-10-12","167657670.59"
"600104","2022-10-13","165788316.77"
"600104","2022-10-14","170111197.47"
"600104","2022-10-17","171863716.68"
"600104","2022-10-18","171396378.22"
"600104","2022-10-19","168125009.04"
"600104","2022-10-20","167657670.59"
"600104","2022-10-21","166021986.00"
"600104","2022-10-24","162516947.59"
"600104","2022-10-25","165788316.77"
"600104","2022-10-26","165437812.93"
"600104","2022-10-27","167424001.36"
"600104","2022-10-28","164035797.56"
"600104","2022-10-31","160647593.77"
"600104","2022-11-01","164853639.86"
"600104","2022-11-02","167424001.36"
"600104","2022-11-03","165554647.54"
"600104","2022-11-04","169410189.79"
"600104","2022-11-07","169527024.41"
"600104","2022-11-08","168125009.04"
"600104","2022-11-09","166839828.29"
"600104","2022-11-10","166489324.45"
"600104","2022-11-11","169527024.41"
"600104","2022-11-14","168125009.04"
"600104","2022-11-15","170344866.70"
"600104","2022-11-16","169994362.86"
"600104","2022-11-17","169527024.41"
"600104","2022-11-18","168358678.27"
"600104","2022-11-21","167774505.20"
"600104","2022-11-22","168592347.50"
"600104","2022-11-23","169994362.86"
"600104","2022-11-24","169643859.02"
"600104","2022-11-25","171162709.00"
"600104","2022-11-28","167774505.20"
"600104","2022-11-29","172564724.36"
"600104","2022-11-30","177354943.52"
"600104","2022-12-01","176069762.77"
"600104","2022-12-02","175952928.16"
"600104","2022-12-05","178289620.43"
"600104","2022-12-06","178640124.27"
"600104","2022-12-07","177939116.59"
"600104","2022-12-08","178055951.20"
"600104","2022-12-09","178055951.20"
"600104","2022-12-12","175719258.93"
"600104","2022-12-13","176537101.23"
"600104","2022-12-14","176887605.07"
"600104","2022-12-15","176770770.45"
"600104","2022-12-16","178172785.82"
"600104","2022-12-19","175602424.32"
"600104","2022-12-20","171980551.29"
"600104","2022-12-21","171630047.45"
"600104","2022-12-22","172564724.36"
"600104","2022-12-23","171396378.22"
"600104","2022-12-26","171863716.68"
"600104","2022-12-27","172447889.75"
"600104","2022-12-28","170929039.77"
"600104","2022-12-29","167424001.36"
"600104","2022-12-30","168358678.27"
"600418","2022-01-04","36691364.49"
"600418","2022-01-05","34026872.54"
"600418","2022-01-06","34179753.23"
"600418","2022-01-07","33611910.68"
"600418","2022-01-10","32847507.26"
"600418","2022-01-11","32039423.63"
"600418","2022-01-12","33327989.41"
"600418","2022-01-13","32345185.00"
"600418","2022-01-14","32235984.52"
"600418","2022-01-17","32432545.40"
"600418","2022-01-18","32039423.63"
"600418","2022-01-19","30991098.93"
"600418","2022-01-20","30139335.12"
"600418","2022-01-21","30314055.90"
"600418","2022-01-24","30270375.70"
"600418","2022-01-25","29942774.23"
"600418","2022-01-26","30226695.51"
"600418","2022-01-27","29178370.81"
"600418","2022-01-28","29287571.30"
"600418","2022-02-07","29680693.06"
"600418","2022-02-08","30030134.63"
"600418","2022-02-09","30488776.68"
"600418","2022-02-10","30095654.92"
"600418","2022-02-11","28938129.73"
"600418","2022-02-14","28064525.81"
"600418","2022-02-15","28763408.95"
"600418","2022-02-16","29855413.84"
"600418","2022-02-17","29877253.94"
"600418","2022-02-18","30161175.21"
"600418","2022-02-21","29877253.94"
"600418","2022-02-22","29309411.40"
"600418","2022-02-23","31406060.79"
"600418","2022-02-24","30073814.82"
"600418","2022-02-25","30270375.70"
"600418","2022-02-28","29986454.43"
"600418","2022-03-01","30379576.19"
"600418","2022-03-02","30532456.88"
"600418","2022-03-03","29724373.26"
"600418","2022-03-04","28435807.48"
"600418","2022-03-07","27453003.07"
"600418","2022-03-08","26033396.71"
"600418","2022-03-09","25662115.04"
"600418","2022-03-10","26142597.20"
"600418","2022-03-11","26382838.28"
"600418","2022-03-14","25574754.65"
"600418","2022-03-15","23849386.92"
"600418","2022-03-16","24679310.64"
"600418","2022-03-17","24985072.01"
"600418","2022-03-18","25356353.67"
"600418","2022-03-21","25618434.85"
"600418","2022-03-22","25683955.14"
"600418","2022-03-23","25574754.65"
"600418","2022-03-24","25116112.60"
"600418","2022-03-25","24591950.25"
"600418","2022-03-28","24460909.66"
"600418","2022-03-29","23958587.41"
"600418","2022-03-30","24591950.25"
"600418","2022-03-31","23565465.64"
"600418","2022-04-01","23609145.84"
"600418","2022-04-06","22975783.00"
"600418","2022-04-07","21949298.40"
"600418","2022-04-08","21818257.81"
"600418","2022-04-11","20398651.45"
"600418","2022-04-12","20922813.80"
"600418","2022-04-13","20245770.76"
"600418","2022-04-14","20289450.96"
"600418","2022-04-15","20114730.18"
"600418","2022-04-18","20333131.15"
"600418","2022-04-19","20027369.78"
"600418","2022-04-20","19765288.61"
"600418","2022-04-21","18782484.20"
"600418","2022-04-22","18716963.91"
"600418","2022-04-25","16838715.49"
"600418","2022-04-26","15681190.30"
"600418","2022-04-27","16642154.61"
"600418","2022-04-28","16292713.04"
"600418","2022-04-29","17341037.74"
"600418","2022-05-05","17559438.72"
"600418","2022-05-06","17013436.27"
"600418","2022-05-09","16947915.98"
"600418","2022-05-10","17428398.13"
"600418","2022-05-11","18476722.83"
"600418","2022-05-12","18280161.95"
"600418","2022-05-13","19940009.39"
"600418","2022-05-16","18716963.91"
"600418","2022-05-17","19787128.71"
"600418","2022-05-18","20158410.37"
"600418","2022-05-19","22167699.38"
"600418","2022-05-20","23412584.96"
"600418","2022-05-23","25749475.44"
"600418","2022-05-24","24722990.83"
"600418","2022-05-25","26404678.37"
"600418","2022-05-26","24591950.25"
"600418","2022-05-27","24395389.37"
"600418","2022-05-30","25050592.30"
"600418","2022-05-31","25793155.63"
"600418","2022-06-01","26055236.81"
"600418","2022-06-02","26601239.25"
"600418","2022-06-06","26360998.18"
"600418","2022-06-07","26492038.76"
"600418","2022-06-08","29134690.61"
"600418","2022-06-09","26535718.96"
"600418","2022-06-10","26819640.23"
"600418","2022-06-13","27190921.90"
"600418","2022-06-14","29091010.42"
"600418","2022-06-15","30466936.58"
"600418","2022-06-16","29615172.77"
"600418","2022-06-17","29571492.57"
"600418","2022-06-20","29680693.06"
"600418","2022-06-21","28741568.85"
"600418","2022-06-22","28217406.50"
"600418","2022-06-23","29789893.55"
"600418","2022-06-24","29811733.65"
"600418","2022-06-27","32367025.10"
"600418","2022-06-28","34638395.29"
"600418","2022-06-29","34660235.38"
"600418","2022-06-30","37477608.01"
"600418","2022-07-01","37914409.97"
"600418","2022-07-04","37608648.60"
"600418","2022-07-05","38067290.66"
"600418","2022-07-06","38067290.66"
"600418","2022-07-07","41386985.54"
"600418","2022-07-08","38875374.28"
"600418","2022-07-11","37717849.09"
"600418","2022-07-12","35293598.22"
"600418","2022-07-13","36298242.73"
"600418","2022-07-14","35774080.38"
"600418","2022-07-15","36101681.85"
"600418","2022-07-18","35948801.16"
"600418","2022-07-19","35468319.01"
"600418","2022-07-20","34048712.64"
"600418","2022-07-21","34354474.01"
"600418","2022-07-22","37783369.38"
"600418","2022-07-25","34005032.45"
"600418","2022-07-26","37412087.72"
"600418","2022-07-27","39224815.85"
"600418","2022-07-28","38656973.30"
"600418","2022-07-29","41954828.09"
"600418","2022-08-01","46148126.88"
"600418","2022-08-02","47480372.86"
"600418","2022-08-03","46934370.41"
"600418","2022-08-04","44641160.13"
"600418","2022-08-05","43898596.80"
"600418","2022-08-08","44226198.27"
"600418","2022-08-09","43243393.86"
"600418","2022-08-10","45623964.53"
"600418","2022-08-11","44510119.54"
"600418","2022-08-12","42675551.32"
"600418","2022-08-15","42631871.12"
"600418","2022-08-16","44400919.05"
"600418","2022-08-17","45842365.51"
"600418","2022-08-18","45492923.95"
"600418","2022-08-19","43461794.84"
"600418","2022-08-22","43024992.88"
"600418","2022-08-23","42719231.51"
"600418","2022-08-24","38438572.32"
"600418","2022-08-25","38547772.81"
"600418","2022-08-26","37674168.89"
"600418","2022-08-29","37630488.70"
"600418","2022-08-30","37630488.70"
"600418","2022-08-31","33873991.86"
"600418","2022-09-01","33175108.73"
"600418","2022-09-02","32650946.38"
"600418","2022-09-05","35249918.03"
"600418","2022-09-06","38591453.01"
"600418","2022-09-07","37892569.87"
"600418","2022-09-08","38809853.99"
"600418","2022-09-09","38089130.76"
"600418","2022-09-13","38962734.67"
"600418","2022-09-14","39268496.04"
"600418","2022-09-15","36407443.22"
"600418","2022-09-16","36516643.71"
"600418","2022-09-19","36276402.63"
"600418","2022-09-20","35621199.69"
"600418","2022-09-21","37674168.89"
"600418","2022-09-22","37979930.27"
"600418","2022-09-23","36014321.45"
"600418","2022-09-26","35948801.16"
"600418","2022-09-27","34703915.58"
"600418","2022-09-28","32388865.20"
"600418","2022-09-29","32192304.32"
"600418","2022-09-30","29877253.94"
"600418","2022-10-10","28938129.73"
"600418","2022-10-11","28719728.75"
"600418","2022-10-12","31165819.72"
"600418","2022-10-13","30729017.76"
"600418","2022-10-14","31122139.52"
"600418","2022-10-17","32760146.87"
"600418","2022-10-18","31602621.68"
"600418","2022-10-19","30335896.00"
"600418","2022-10-20","30860058.35"
"600418","2022-10-21","29309411.40"
"600418","2022-10-24","29353091.59"
"600418","2022-10-25","30248535.61"
"600418","2022-10-26","29986454.43"
"600418","2022-10-27","29833573.75"
"600418","2022-10-28","27584043.66"
"600418","2022-10-31","28130046.11"
"600418","2022-11-01","28697888.65"
"600418","2022-11-02","31558941.48"
"600418","2022-11-03","31668141.97"
"600418","2022-11-04","33699271.08"
"600418","2022-11-07","32432545.40"
"600418","2022-11-08","31799182.56"
"600418","2022-11-09","31165819.72"
"600418","2022-11-10","30183015.31"
"600418","2022-11-11","30183015.31"
"600418","2022-11-14","29418611.88"
"600418","2022-11-15","30466936.58"
"600418","2022-11-16","30685337.56"
"600418","2022-11-17","29484132.18"
"600418","2022-11-18","29702533.16"
"600418","2022-11-21","32104943.93"
"600418","2022-11-22","32454385.49"
"600418","2022-11-23","31253180.11"
"600418","2022-11-24","31231340.01"
"600418","2022-11-25","29833573.75"
"600418","2022-11-28","28894449.53"
"600418","2022-11-29","29331251.49"
"600418","2022-11-30","32214144.42"
"600418","2022-12-01","31842862.75"
"600418","2022-12-02","30881898.44"
"600418","2022-12-05","31799182.56"
"600418","2022-12-06","32214144.42"
"600418","2022-12-07","32039423.63"
"600418","2022-12-08","31318700.40"
"600418","2022-12-09","31318700.40"
"600418","2022-12-12","30685337.56"
"600418","2022-12-13","30183015.31"
"600418","2022-12-14","29789893.55"
"600418","2022-12-15","30860058.35"
"600418","2022-12-16","29920934.14"
"600418","2022-12-19","30030134.63"
"600418","2022-12-20","30248535.61"
"600418","2022-12-21","29505972.28"
"600418","2022-12-22","29855413.84"
"600418","2022-12-23","29811733.65"
"600418","2022-12-26","29724373.26"
"600418","2022-12-27","30335896.00"
"600418","2022-12-28","29025490.12"
"600418","2022-12-29","28676048.56"
"600418","2022-12-30","28676048.56"
"600660","2022-01-04","93940058.97"
"600660","2022-01-05","94340656.24"
"600660","2022-01-06","92217490.73"
"600660","2022-01-07","94080268.01"
"600660","2022-01-10","96744239.84"
"600660","2022-01-11","94340656.24"
"600660","2022-01-12","94440805.55"
"600660","2022-01-13","93459342.25"
"600660","2022-01-14","96203433.53"
"600660","2022-01-17","97645583.69"
"600660","2022-01-18","98506867.81"
"600660","2022-01-19","95882955.71"
"600660","2022-01-20","98446778.22"
"600660","2022-01-21","97365165.60"
"600660","2022-01-24","98226449.72"
"600660","2022-01-25","97365165.60"
"600660","2022-01-26","100349615.23"
"600660","2022-01-27","98546927.53"
"600660","2022-01-28","95302089.68"
"600660","2022-02-07","96684150.25"
"600660","2022-02-08","95101791.04"
"600660","2022-02-09","97104777.38"
"600660","2022-02-10","96904478.74"
"600660","2022-02-11","93719730.47"
"600660","2022-02-14","92257550.45"
"600660","2022-02-15","92377729.63"
"600660","2022-02-16","93579521.43"
"600660","2022-02-17","94020178.42"
"600660","2022-02-18","93218983.89"
"600660","2022-02-21","92838416.49"
"600660","2022-02-22","90735280.84"
"600660","2022-02-23","92137371.27"
"600660","2022-02-24","89012712.59"
"600660","2022-02-25","89833936.99"
"600660","2022-02-28","88131398.61"
"600660","2022-03-01","88932593.14"
"600660","2022-03-02","87931099.97"
"600660","2022-03-03","84165485.67"
"600660","2022-03-04","81842021.53"
"600660","2022-03-07","77455481.46"
"600660","2022-03-08","73529628.25"
"600660","2022-03-09","75011838.13"
"600660","2022-03-10","76694346.65"
"600660","2022-03-11","75051897.86"
"600660","2022-03-14","72708403.85"
"600660","2022-03-15","69483595.86"
"600660","2022-03-16","72387926.04"
"600660","2022-03-17","75973271.57"
"600660","2022-03-18","71526641.92"
"600660","2022-03-21","70725447.38"
"600660","2022-03-22","71126044.65"
"600660","2022-03-23","71126044.65"
"600660","2022-03-24","70304820.25"
"600660","2022-03-25","69904222.99"
"600660","2022-03-28","70404969.57"
"600660","2022-03-29","70344879.98"
"600660","2022-03-30","72407955.90"
"600660","2022-03-31","71266253.69"
"600660","2022-04-01","70745477.25"
"600660","2022-04-06","69263267.36"
"600660","2022-04-07","66098548.96"
"600660","2022-04-08","64996906.47"
"600660","2022-04-11","60890784.49"
"600660","2022-04-12","62453113.83"
"600660","2022-04-13","61732038.75"
"600660","2022-04-14","63875234.13"
"600660","2022-04-15","70264760.53"
"600660","2022-04-18","71426492.60"
"600660","2022-04-19","69804073.67"
"600660","2022-04-20","69683894.49"
"600660","2022-04-21","68502132.55"
"600660","2022-04-22","67821117.20"
"600660","2022-04-25","64796607.84"
"600660","2022-04-26","65858190.60"
"600660","2022-04-27","69002879.14"
"600660","2022-04-28","68482102.69"
"600660","2022-04-29","71206164.10"
"600660","2022-05-05","72007358.64"
"600660","2022-05-06","72127537.82"
"600660","2022-05-09","70144581.35"
"600660","2022-05-10","70845626.56"
"600660","2022-05-11","73649807.43"
"600660","2022-05-12","73950255.38"
"600660","2022-05-13","75412435.40"
"600660","2022-05-16","75312286.08"
"600660","2022-05-17","76614227.20"
"600660","2022-05-18","76113480.62"
"600660","2022-05-19","73109001.12"
"600660","2022-05-20","73870135.92"
"600660","2022-05-23","73830076.20"
"600660","2022-05-24","77475511.32"
"600660","2022-05-25","78116466.95"
"600660","2022-05-26","77515571.05"
"600660","2022-05-27","76093450.75"
